0.635332,0.524582,0.520623,64,185,212,255,ABCD3;5825;ATP binding cassette subfamily D member 3
0.562042,0.490972,0.765583,64,185,212,255,ABCD4;5826;ATP binding cassette subfamily D member 4
0.571552,0.533749,0.493155,64,185,212,255,ABCE1;6059;ATP binding cassette subfamily E member 1
0.555261,0.56577,0.411185,64,185,212,255,ABCF1;23;ATP binding cassette subfamily F member 1
0.621647,0.511409,0.419877,64,185,212,255,ABCF2;10061;ATP binding cassette subfamily F member 2
0.625194,0.561827,0.403328,64,185,212,255,ABCF3;55324;ATP binding cassette subfamily F member 3
0.493193,0.729543,0.722531,64,185,212,255,ABCG1;9619;ATP binding cassette subfamily G member 1
0.418743,0.489831,0.674126,64,185,212,255,ABCG2;9429;ATP binding cassette subfamily G member 2 (Junior blood group)
0.350547,0.8062,0.737602,64,185,212,255,ABCG4;64137;ATP binding cassette subfamily G member 4
0.390438,0.62604,0.825091,64,185,212,255,ABCG5;64240;ATP binding cassette subfamily G member 5
0.529929,0.53962,0.725484,64,185,212,255,ABCG8;64241;ATP binding cassette subfamily G member 8
0.409158,0.626059,0.93375,64,185,212,255,ABHD1;84696;abhydrolase domain containing 1
0.695559,0.512637,0.384023,64,185,212,255,ABHD10;55347;abhydrolase domain containing 10
0.759094,0.54967,0.497564,64,185,212,255,ABHD11;83451;abhydrolase domain containing 11
0.787776,0.52738,0.599199,64,185,212,255,ABHD12;26090;abhydrolase domain containing 12
0.401777,0.432812,0.964905,64,185,212,255,ABHD12B;145447;abhydrolase domain containing 12B
0.686613,0.513561,0.630253,64,185,212,255,ABHD14A;25864;abhydrolase domain containing 14A
0.740368,0.689202,0.569148,64,185,212,255,ABHD14B;84836;abhydrolase domain containing 14B
0.6657,0.329425,0.405824,64,185,212,255,ABHD15;116236;abhydrolase domain containing 15
0.632621,0.459393,0.643865,64,185,212,255,ABHD16A;7920;abhydrolase domain containing 16A
0.431588,0.46485,0.632387,64,185,212,255,ABHD17A;81926;abhydrolase domain containing 17A
0.736909,0.496732,0.689892,64,185,212,255,ABHD17B;51104;abhydrolase domain containing 17B
0.734178,0.40883,0.566492,64,185,212,255,ABHD18;80167;abhydrolase domain containing 18
0.754932,0.391249,0.773669,64,185,212,255,ABHD3;171586;abhydrolase domain containing 3
0.420566,0.223417,0.281177,64,185,212,255,ABHD4;63874;abhydrolase domain containing 4
0.494147,0.415053,0.724516,64,185,212,255,ABHD5;51099;abhydrolase domain containing 5
0.442035,0.442532,0.798573,64,185,212,255,ABHD6;57406;abhydrolase domain containing 6
0.169751,0.525123,0.21227,64,185,212,255,ABHD8;79575;abhydrolase domain containing 8
0.444122,0.570898,0.528209,64,185,212,255,ABI1;10006;abl interactor 1
0.45178,0.575574,0.536054,64,185,212,255,ABI2;10152;abl interactor 2
0.405494,0.601402,0.518949,64,185,212,255,ABI3;51225;ABI family member 3
0.346247,0.615295,0.462194,64,185,212,255,ABI3BP;25890;ABI family member 3 binding protein
0.461285,0.490031,0.547345,64,185,212,255,ABL1;25;ABL proto-oncogene 1 - non-receptor tyrosine kinase
0.445824,0.522943,0.585115,64,185,212,255,ABL2;27;ABL proto-oncogene 2 - non-receptor tyrosine kinase
0.448552,0.583799,0.461212,64,185,212,255,ABLIM1;3983;actin binding LIM protein 1
0.289013,0.600854,0.647756,64,185,212,255,ABLIM2;84448;actin binding LIM protein family member 2
0.291562,0.603669,0.47695,64,185,212,255,ABLIM3;22885;actin binding LIM protein family member 3
0.643702,0.690943,0.780602,64,185,212,255,ABO;28;ABO - alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
0.358893,0.497249,0.53524,64,185,212,255,ABR;29;active BCR-related
0.300232,0.660377,0.553168,64,185,212,255,ABRA;137735;actin binding Rho activating protein
0.561103,0.798748,0.418473,64,185,212,255,ABRACL;58527;ABRA C-terminal like
0.494865,0.54862,0.343056,64,185,212,255,ABT1;29777;activator of basal transcription 1
0.605699,0.409388,0.272588,64,185,212,255,ABTB1;80325;ankyrin repeat and BTB domain containing 1
0.631395,0.671342,0.370067,64,185,212,255,ABTB2;25841;ankyrin repeat and BTB domain containing 2
0.661768,0.607007,0.476926,64,185,212,255,ACAA1;30;acetyl-CoA acyltransferase 1
0.601466,0.554066,0.524151,64,185,212,255,ACAA2;10449;acetyl-CoA acyltransferase 2
0.541557,0.497378,0.482855,64,185,212,255,ACACA;31;acetyl-CoA carboxylase alpha
0.458216,0.616085,0.464981,64,185,212,255,ACACB;32;acetyl-CoA carboxylase beta
0.715374,0.553296,0.603358,64,185,212,255,ACAD10;80724;acyl-CoA dehydrogenase family member 10
0.557199,0.573669,0.408893,64,185,212,255,ACAD11;84129;acyl-CoA dehydrogenase family member 11
0.523322,0.563784,0.616505,64,185,212,255,ACAD8;27034;acyl-CoA dehydrogenase family member 8
0.666357,0.458895,0.527453,64,185,212,255,ACAD9;28976;acyl-CoA dehydrogenase family member 9
0.688173,0.625486,0.68601,64,185,212,255,ACADL;33;acyl-CoA dehydrogenase - long chain
0.647778,0.540706,0.494179,64,185,212,255,ACADM;34;acyl-CoA dehydrogenase - C-4 to C-12 straight chain
0.684111,0.642521,0.452835,64,185,212,255,ACADS;35;acyl-CoA dehydrogenase - C-2 to C-3 short chain
0.713129,0.580711,0.508957,64,185,212,255,ACADSB;36;acyl-CoA dehydrogenase - short/branched chain
0.621093,0.438859,0.502218,64,185,212,255,ACADVL;37;acyl-CoA dehydrogenase - very long chain
0.487013,0.243801,0.701088,64,185,212,255,ACAN;176;aggrecan
0.431013,0.597435,0.666251,64,185,212,255,ACAP1;9744;ArfGAP with coiled-coil - ankyrin repeat and PH domains 1
0.575772,0.740384,0.51342,64,185,212,255,ACAP2;23527;ArfGAP with coiled-coil - ankyrin repeat and PH domains 2
0.767725,0.593021,0.378259,64,185,212,255,ACAP3;116983;ArfGAP with coiled-coil - ankyrin repeat and PH domains 3
0.641737,0.526814,0.491139,64,185,212,255,ACAT1;38;acetyl-CoA acetyltransferase 1
0.585262,0.598314,0.457364,64,185,212,255,ACAT2;39;acetyl-CoA acetyltransferase 2
0.649956,0.512886,0.459989,64,185,212,255,ACBD3;64746;acyl-CoA binding domain containing 3
0.690891,0.79219,0.611446,64,185,212,255,ACBD4;79777;acyl-CoA binding domain containing 4
0.651782,0.642592,0.537151,64,185,212,255,ACBD5;91452;acyl-CoA binding domain containing 5
0.415411,0.744185,0.335867,64,185,212,255,ACBD6;84320;acyl-CoA binding domain containing 6
0.551137,0.64384,0.680302,64,185,212,255,ACBD7;414149;acyl-CoA binding domain containing 7
0.728865,0.79866,0.46303,64,185,212,255,ACCS;84680;1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
0.555284,0.582574,0.408902,64,185,212,255,ACD;65057;ACD - shelterin complex subunit and telomerase recruitment factor
0.398718,0.381013,0.631371,64,185,212,255,ACE;1636;angiotensin I converting enzyme
0.617973,0.435667,0.777725,64,185,212,255,ACE2;59272;angiotensin I converting enzyme 2
0.769694,0.770861,0.466863,64,185,212,255,ACER3;55331;alkaline ceramidase 3
0.433029,0.308185,0.567012,64,185,212,255,ACHE;43;acetylcholinesterase (Cartwright blood group)
0.578468,0.506992,0.455546,64,185,212,255,ACIN1;22985;apoptotic chromatin condensation inducer 1
0.3873,0.264944,0.78684,64,185,212,255,ACKR1;2532;atypical chemokine receptor 1 (Duffy blood group)
0.463465,0.289712,0.730414,64,185,212,255,ACKR2;1238;atypical chemokine receptor 2
0.577708,0.621524,0.61573,64,185,212,255,ACKR3;57007;atypical chemokine receptor 3
0.46326,0.241277,0.726308,64,185,212,255,ACKR4;51554;atypical chemokine receptor 4
0.580458,0.46948,0.472989,64,185,212,255,ACLY;47;ATP citrate lyase
0.686858,0.753353,0.333686,64,185,212,255,ACMSD;130013;aminocarboxymuconate semialdehyde decarboxylase
0.544375,0.637892,0.505377,64,185,212,255,ACO1;48;aconitase 1
0.614106,0.548328,0.480783,64,185,212,255,ACO2;50;aconitase 2
0.767819,0.564003,0.432141,64,185,212,255,ACOT1;641371;acyl-CoA thioesterase 1
0.780006,0.807867,0.566732,64,185,212,255,ACOT11;26027;acyl-CoA thioesterase 11
0.538757,0.753108,0.611094,64,185,212,255,ACOT12;134526;acyl-CoA thioesterase 12
0.656964,0.611464,0.470369,64,185,212,255,ACOT13;55856;acyl-CoA thioesterase 13
0.787227,0.492031,0.357499,64,185,212,255,ACOT2;10965;acyl-CoA thioesterase 2
0.953712,0.676113,0.443161,64,185,212,255,ACOT4;122970;acyl-CoA thioesterase 4
0.304915,0.856773,0.465796,64,185,212,255,ACOT6;641372;acyl-CoA thioesterase 6
0.558929,0.590495,0.505687,64,185,212,255,ACOT7;11332;acyl-CoA thioesterase 7
0.640523,0.368435,0.491491,64,185,212,255,ACOT8;10005;acyl-CoA thioesterase 8
0.618878,0.548678,0.540636,64,185,212,255,ACOT9;23597;acyl-CoA thioesterase 9
0.623708,0.46657,0.514537,64,185,212,255,ACOX1;51;acyl-CoA oxidase 1
0.635384,0.799735,0.408876,64,185,212,255,ACOX2;8309;acyl-CoA oxidase 2
0.760119,0.495909,0.482451,64,185,212,255,ACOX3;8310;acyl-CoA oxidase 3 - pristanoyl
0.537892,0.200408,0.203924,64,185,212,255,ACOXL;55289;acyl-CoA oxidase-like
0.519467,0.554318,0.536315,64,185,212,255,ACP1;52;acid phosphatase 1 - soluble
0.631065,0.494309,0.691303,64,185,212,255,ACP2;53;acid phosphatase 2 - lysosomal
0.607913,0.400397,0.525238,64,185,212,255,ACP5;54;acid phosphatase 5 - tartrate resistant
0.721024,0.599852,0.497261,64,185,212,255,ACP6;51205;acid phosphatase 6 - lysophosphatidic
0.718417,0.282529,0.329251,64,185,212,255,ACP7;390928;acid phosphatase 7 - tartrate resistant (putative)
0.5559,0.28951,0.502945,64,185,212,255,ACPP;55;acid phosphatase - prostate
0.419087,0.216847,0.613175,64,185,212,255,ACR;49;acrosin
0.88671,0.627863,0.401964,64,185,212,255,ACRBP;84519;acrosin binding protein
0.184658,0.657339,0.470344,64,185,212,255,ACSBG1;23205;acyl-CoA synthetase bubblegum family member 1
0.737965,0.235216,0.364482,64,185,212,255,ACSBG2;81616;acyl-CoA synthetase bubblegum family member 2
0.762994,0.584405,0.556202,64,185,212,255,ACSF2;80221;acyl-CoA synthetase family member 2
0.722659,0.578668,0.495257,64,185,212,255,ACSF3;197322;acyl-CoA synthetase family member 3
0.749297,0.417564,0.487074,64,185,212,255,ACSL1;2180;acyl-CoA synthetase long-chain family member 1
0.628083,0.552715,0.514425,64,185,212,255,ACSL3;2181;acyl-CoA synthetase long-chain family member 3
0.636918,0.544397,0.536141,64,185,212,255,ACSL4;2182;acyl-CoA synthetase long-chain family member 4
0.834163,0.46135,0.533137,64,185,212,255,ACSL5;51703;acyl-CoA synthetase long-chain family member 5
0.346976,0.576572,0.7997,64,185,212,255,ACSL6;23305;acyl-CoA synthetase long-chain family member 6
0.77275,0.771527,0.552395,64,185,212,255,ACSM1;116285;acyl-CoA synthetase medium-chain family member 1
0.488112,0.309835,0.116532,64,185,212,255,ACSM2B;348158;acyl-CoA synthetase medium-chain family member 2B
0.534199,0.275237,0.205181,64,185,212,255,ACSM3;6296;acyl-CoA synthetase medium-chain family member 3
0.799104,0.457842,0.447508,64,185,212,255,ACSM5;54988;acyl-CoA synthetase medium-chain family member 5
0.843281,0.486347,0.506066,64,185,212,255,ACSS1;84532;acyl-CoA synthetase short-chain family member 1
0.737323,0.625422,0.304815,64,185,212,255,ACSS2;55902;acyl-CoA synthetase short-chain family member 2
0.090115,0.34757,0.767475,64,185,212,255,ACSS3;79611;acyl-CoA synthetase short-chain family member 3
0.465179,0.552581,0.508401,64,185,212,255,ACTA1;58;actin - alpha 1 - skeletal muscle
0.528186,0.499039,0.52743,64,185,212,255,ACTA2;59;actin - alpha 2 - smooth muscle - aorta
0.503833,0.514368,0.506818,64,185,212,255,ACTB;60;actin beta
0.538961,0.550269,0.503171,64,185,212,255,ACTBL2;345651;actin - beta like 2
0.454334,0.533988,0.519718,64,185,212,255,ACTC1;70;actin - alpha - cardiac muscle 1
0.485562,0.541346,0.497293,64,185,212,255,ACTG1;71;actin gamma 1
0.475966,0.423228,0.610189,64,185,212,255,ACTG2;72;actin - gamma 2 - smooth muscle - enteric
0.499928,0.504782,0.396948,64,185,212,255,ACTL6A;86;actin like 6A
0.474646,0.403882,0.490451,64,185,212,255,ACTL6B;51412;actin like 6B
0.289523,0.728595,0.550809,64,185,212,255,ACTL7A;10881;actin like 7A
0.39859,0.910727,0.497899,64,185,212,255,ACTL7B;10880;actin like 7B
0.493021,0.602051,0.288838,64,185,212,255,ACTL8;81569;actin like 8
0.469492,0.531347,0.506465,64,185,212,255,ACTN1;87;actinin alpha 1
0.439371,0.533194,0.51505,64,185,212,255,ACTN2;88;actinin alpha 2
0.362487,0.595526,0.524501,64,185,212,255,ACTN3;89;actinin alpha 3 (gene/pseudogene)
0.494812,0.518123,0.508558,64,185,212,255,ACTN4;81;actinin alpha 4
0.490329,0.651069,0.454212,64,185,212,255,ACTR10;55860;actin-related protein 10 homolog
0.533971,0.59483,0.439117,64,185,212,255,ACTR1A;10121;ARP1 actin-related protein 1 homolog A - centractin alpha
0.52914,0.614379,0.474462,64,185,212,255,ACTR1B;10120;ARP1 actin-related protein 1 homolog B - centractin beta
0.524789,0.553049,0.480164,64,185,212,255,ACTR2;10097;ARP2 actin related protein 2 homolog
0.537,0.553816,0.489367,64,185,212,255,ACTR3;10096;ARP3 actin related protein 3 homolog
0.523255,0.624119,0.400097,64,185,212,255,ACTR3B;57180;ARP3 actin related protein 3 homolog B
0.851098,0.354555,0.47364,64,185,212,255,ACTR3C;653857;ARP3 actin-related protein 3 homolog C
0.511131,0.528653,0.349273,64,185,212,255,ACTR5;79913;ARP5 actin-related protein 5 homolog
0.542877,0.556086,0.349682,64,185,212,255,ACTR6;64431;ARP6 actin-related protein 6 homolog
0.429278,0.488014,0.309622,64,185,212,255,ACTR8;93973;ARP8 actin-related protein 8 homolog
0.304459,0.701321,0.59992,64,185,212,255,ACTRT1;139741;actin related protein T1
0.465963,0.461933,0.590238,64,185,212,255,ACVR1;90;activin A receptor type 1
0.496293,0.447087,0.619655,64,185,212,255,ACVR1B;91;activin A receptor type 1B
0.354562,0.247377,0.649188,64,185,212,255,ACVR1C;130399;activin A receptor type 1C
0.456148,0.410481,0.695509,64,185,212,255,ACVR2A;92;activin A receptor type 2A
0.502903,0.433642,0.677442,64,185,212,255,ACVR2B;93;activin A receptor type 2B
0.452084,0.414696,0.643943,64,185,212,255,ACVRL1;94;activin A receptor like type 1
0.633027,0.474706,0.40162,64,185,212,255,ACY1;95;aminoacylase 1
0.290569,0.56334,0.586202,64,185,212,255,ACY3;91703;aminoacylase 3
0.415341,0.908644,0.42227,64,185,212,255,ACYP1;97;acylphosphatase 1
0.274152,0.132498,0.457181,64,185,212,255,ACYP2;98;acylphosphatase 2
0.478531,0.512752,0.632601,64,185,212,255,ADA;100;adenosine deaminase
0.387849,0.901932,0.562178,64,185,212,255,ADAD2;161931;adenosine deaminase domain containing 2
0.809719,0.619428,0.321465,64,185,212,255,ADAL;161823;adenosine deaminase like
0.571155,0.481146,0.686491,64,185,212,255,ADAM10;102;ADAM metallopeptidase domain 10
0.801706,0.234363,0.65546,64,185,212,255,ADAM11;4185;ADAM metallopeptidase domain 11
0.399198,0.396299,0.664926,64,185,212,255,ADAM12;8038;ADAM metallopeptidase domain 12
0.395641,0.537486,0.584615,64,185,212,255,ADAM15;8751;ADAM metallopeptidase domain 15
0.525392,0.450917,0.655805,64,185,212,255,ADAM17;6868;ADAM metallopeptidase domain 17
0.4826,0.324799,0.647173,64,185,212,255,ADAM19;8728;ADAM metallopeptidase domain 19
0.590772,0.423536,0.775108,64,185,212,255,ADAM2;2515;ADAM metallopeptidase domain 2
0.65802,0.392224,0.680436,64,185,212,255,ADAM21;8747;ADAM metallopeptidase domain 21
0.363363,0.613923,0.575208,64,185,212,255,ADAM22;53616;ADAM metallopeptidase domain 22
0.590457,0.76245,0.556968,64,185,212,255,ADAM23;8745;ADAM metallopeptidase domain 23
0.907592,0.353226,0.380268,64,185,212,255,ADAM28;10863;ADAM metallopeptidase domain 28
0.219973,0.789997,0.66752,64,185,212,255,ADAM29;11086;ADAM metallopeptidase domain 29
0.618931,0.341127,0.735861,64,185,212,255,ADAM30;11085;ADAM metallopeptidase domain 30
0.618714,0.438871,0.708699,64,185,212,255,ADAM32;203102;ADAM metallopeptidase domain 32
0.602152,0.431446,0.69045,64,185,212,255,ADAM33;80332;ADAM metallopeptidase domain 33
0.453261,0.17575,0.718924,64,185,212,255,ADAM8;101;ADAM metallopeptidase domain 8
0.596564,0.424573,0.630839,64,185,212,255,ADAM9;8754;ADAM metallopeptidase domain 9
0.629824,0.268828,0.609046,64,185,212,255,ADAMTS1;9510;ADAM metallopeptidase with thrombospondin type 1 motif 1
0.712763,0.339325,0.394301,64,185,212,255,ADAMTS10;81794;ADAM metallopeptidase with thrombospondin type 1 motif 10
0.541332,0.320156,0.578766,64,185,212,255,ADAMTS12;81792;ADAM metallopeptidase with thrombospondin type 1 motif 12
0.514641,0.225669,0.831307,64,185,212,255,ADAMTS13;11093;ADAM metallopeptidase with thrombospondin type 1 motif 13
0.56867,0.209906,0.196216,64,185,212,255,ADAMTS17;170691;ADAM metallopeptidase with thrombospondin type 1 motif 17
0.611244,0.222316,0.459645,64,185,212,255,ADAMTS18;170692;ADAM metallopeptidase with thrombospondin type 1 motif 18
0.647114,0.372514,0.71016,64,185,212,255,ADAMTS2;9509;ADAM metallopeptidase with thrombospondin type 1 motif 2
0.615408,0.197479,0.221385,64,185,212,255,ADAMTS20;80070;ADAM metallopeptidase with thrombospondin type 1 motif 20
0.57848,0.373658,0.570679,64,185,212,255,ADAMTS4;9507;ADAM metallopeptidase with thrombospondin type 1 motif 4
0.520675,0.143833,0.783813,64,185,212,255,ADAMTS5;11096;ADAM metallopeptidase with thrombospondin type 1 motif 5
0.262102,0.73643,0.621594,64,185,212,255,ADAMTS6;11174;ADAM metallopeptidase with thrombospondin type 1 motif 6
0.5245,0.129323,0.713619,64,185,212,255,ADAMTS7;11173;ADAM metallopeptidase with thrombospondin type 1 motif 7
0.121371,0.686092,0.374369,64,185,212,255,ADAMTS9;56999;ADAM metallopeptidase with thrombospondin type 1 motif 9
0.576601,0.236824,0.524952,64,185,212,255,ADAMTSL1;92949;ADAMTS like 1
0.141088,0.420492,0.523363,64,185,212,255,ADAMTSL2;9719;ADAMTS like 2
0.193552,0.392882,0.571144,64,185,212,255,ADAMTSL3;57188;ADAMTS like 3
0.390098,0.463764,0.529643,64,185,212,255,ADAMTSL4;54507;ADAMTS like 4
0.302661,0.303759,0.596282,64,185,212,255,ADAMTSL5;339366;ADAMTS like 5
0.394875,0.461531,0.488923,64,185,212,255,ADAP1;11033;ArfGAP with dual PH domains 1
0.309623,0.60138,0.54594,64,185,212,255,ADAP2;55803;ArfGAP with dual PH domains 2
0.547791,0.473586,0.381055,64,185,212,255,ADAR;103;adenosine deaminase - RNA specific
0.632158,0.511365,0.335031,64,185,212,255,ADARB1;104;adenosine deaminase - RNA specific B1
0.567445,0.493921,0.225458,64,185,212,255,ADARB2;105;adenosine deaminase - RNA specific B2 (inactive)
0.78716,0.699898,0.384598,64,185,212,255,ADAT1;23536;adenosine deaminase - tRNA specific 1
0.215684,0.680213,0.293133,64,185,212,255,ADAT2;134637;adenosine deaminase - tRNA specific 2
0.202096,0.53975,0.31813,64,185,212,255,ADAT3;113179;adenosine deaminase - tRNA specific 3
0.715411,0.533911,0.565806,64,185,212,255,ADCK1;57143;aarF domain containing kinase 1
0.734933,0.518576,0.635085,64,185,212,255,ADCK2;90956;aarF domain containing kinase 2
0.724787,0.42999,0.547426,64,185,212,255,ADCK5;203054;aarF domain containing kinase 5
0.423654,0.697599,0.894119,64,185,212,255,ADCY1;107;adenylate cyclase 1
0.576882,0.713103,0.809878,64,185,212,255,ADCY10;55811;adenylate cyclase 10 - soluble
0.405656,0.675517,0.879718,64,185,212,255,ADCY2;108;adenylate cyclase 2
0.594425,0.581056,0.75427,64,185,212,255,ADCY3;109;adenylate cyclase 3
0.070055,0.585416,0.472941,64,185,212,255,ADCY4;196883;adenylate cyclase 4
0.403788,0.593252,0.743608,64,185,212,255,ADCY5;111;adenylate cyclase 5
0.534292,0.577386,0.685416,64,185,212,255,ADCY6;112;adenylate cyclase 6
0.266566,0.360973,0.368904,64,185,212,255,ADCY7;113;adenylate cyclase 7
0.399143,0.76545,0.654898,64,185,212,255,ADCY8;114;adenylate cyclase 8
0.603784,0.563767,0.724297,64,185,212,255,ADCY9;115;adenylate cyclase 9
0.588041,0.422238,0.598653,64,185,212,255,ADCYAP1;116;adenylate cyclase activating polypeptide 1
0.554934,0.342907,0.809706,64,185,212,255,ADCYAP1R1;117;ADCYAP receptor type I
0.493274,0.571818,0.482668,64,185,212,255,ADD1;118;adducin 1
0.476337,0.643355,0.550281,64,185,212,255,ADD2;119;adducin 2
0.457627,0.605006,0.432953,64,185,212,255,ADD3;120;adducin 3
0.78397,0.375223,0.168588,64,185,212,255,ADGB;79747;androglobin
0.214371,0.620013,0.835083,64,185,212,255,ADGRA1;84435;adhesion G protein-coupled receptor A1
0.374632,0.542492,0.881053,64,185,212,255,ADGRA2;25960;adhesion G protein-coupled receptor A2
0.369327,0.532772,0.879897,64,185,212,255,ADGRA3;166647;adhesion G protein-coupled receptor A3
0.360265,0.592826,0.669184,64,185,212,255,ADGRB1;575;adhesion G protein-coupled receptor B1
0.25132,0.612482,0.604367,64,185,212,255,ADGRB2;576;adhesion G protein-coupled receptor B2
0.203019,0.614081,0.410944,64,185,212,255,ADGRB3;577;adhesion G protein-coupled receptor B3
0.867182,0.573181,0.835876,64,185,212,255,ADGRE2;30817;adhesion G protein-coupled receptor E2
0.658676,0.519547,0.655996,64,185,212,255,ADGRE5;976;adhesion G protein-coupled receptor E5
0.21224,0.302555,0.709032,64,185,212,255,ADGRF3;165082;adhesion G protein-coupled receptor F3
0.561044,0.707865,0.806084,64,185,212,255,ADGRG1;9289;adhesion G protein-coupled receptor G1
